"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NY.ADJ.NNTY.PC.CD","Adjusted net national income per capita (current US$)","Adjusted net national income is GNI minus consumption of fixed capital and natural resources depletion.","World Bank staff estimates based on sources and methods in World Bank's ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (2011).",
